,Language,Word,Token ID
wealth,Turkish,servet,"[11631, 58]"
wealth,Vietnamese,giàu có,"[109586, 669]"
wealth,Chinese,财富,"[169279, 28361]"
wealth,Korean,부,[16844]
patience,Arabic,صبر,"[6647, 24325]"
patience,German,Geduld,"[48775, 23312]"
patience,English,patience,"[16032, 1543]"
patience,Spanish,paciencia,"[26771, 9566]"
patience,French,patience,"[16032, 1543]"
patience,Hindi,धैर्य,"[39218, 125805, 12280, 185195, 3630]"
patience,Indonesian,kesabaran,"[10573, 410, 15882]"
patience,Italian,pazienza,"[58785, 7478]"
patience,Japanese,忍耐,"[88771, 134385]"
patience,Dutch,geduld,"[90795, 23312]"
patience,Portuguese,paciência,"[26771, 12859]"
patience,Russian,терпение,"[9429, 2458, 7356]"
patience,Thai,ความอดทน,"[170625, 145702, 78059, 141499, 129582, 164665, 152919, 168540]"
patience,Turkish,sabır,"[5784, 22872]"
patience,Vietnamese,kiên nhẫn,"[154306, 5302, 108195]"
patience,Chinese,耐心,"[134385, 7485]"
patience,Korean,인내심,"[3650, 37312, 97726]"
generosity,Arabic,كرم,[160032]
generosity,German,Großzügigkeit,"[5994, 59501, 139218]"
generosity,English,generosity,"[3439, 21402]"
generosity,Spanish,generosidad,"[3439, 85473]"
generosity,French,générosité,"[33448, 458, 134176]"
generosity,Hindi,उदारता,"[171765, 81333, 19417]"
generosity,Indonesian,kemurahan hati,"[29817, 15689, 885, 365, 938]"
generosity,Italian,generosità,"[3439, 66578]"
generosity,Japanese,気前の良さ,"[16061, 1827, 32, 11570, 174]"
generosity,Dutch,geven,[23442]
generosity,Portuguese,generosidade,"[3439, 107005]"
generosity,Russian,щедрость,"[16143, 20606, 11587]"
generosity,Thai,ความเมตตา,"[170625, 145702, 78059, 141499, 126772, 141499, 157882, 157882, 177495]"
generosity,Turkish,cömertlik,"[536, 2160, 1135, 323, 13677]"
generosity,Vietnamese,vị tha,"[7926, 12283]"
generosity,Chinese,慷慨,"[195910, 158446]"
generosity,Korean,관대함,"[31919, 12604, 74586]"
humility,Arabic,تواضع,"[72413, 71140]"
humility,German,Demut,"[6823, 2380]"
humility,English,humility,"[6570, 22826]"
humility,Spanish,humildad,"[132322, 2988]"
humility,French,humilité,"[6570, 72080]"
humility,Hindi,विनम्रता,"[19998, 18131, 15090, 185195, 78385]"
humility,Indonesian,kerendahan hati,"[2365, 251, 1156, 885, 365, 938]"
humility,Italian,umiltà,"[948, 868, 96196]"
humility,Japanese,謙虚,"[133139, 146738]"
humility,Dutch,nederigheid,"[51881, 124291]"
humility,Portuguese,humildade,"[132322, 12156]"
humility,Russian,смирение,"[1460, 27481, 7356]"
humility,Thai,ความเบิกบานใจ,"[170625, 145702, 78059, 141499, 126772, 164019, 146076, 141404, 164019, 78059, 115360, 187544, 187496]"
humility,Turkish,alçakgönüllülük,"[339, 143832, 184539, 450, 171850]"
humility,Vietnamese,khiêm tốn,"[68717, 38203, 156029]"
humility,Chinese,谦逊,"[166810, 95680]"
humility,Korean,겸손,"[96537, 110922]"
gratitude,Arabic,امتنان,"[93037, 59709]"
gratitude,German,Dankbarkeit,"[5319, 277, 27521]"
gratitude,English,gratitude,"[14244, 13865]"
gratitude,Spanish,gratitud,"[14244, 72750]"
gratitude,French,gratitude,"[14244, 13865]"
gratitude,Hindi,कृतज्ञता,"[136634, 24454, 26425, 185195, 171434, 19417]"
gratitude,Indonesian,berterima kasih,"[1151, 916, 8778, 277, 4998, 572]"
gratitude,Italian,gratitudine,"[14244, 101807]"
gratitude,Japanese,感謝,"[12200, 107239]"
gratitude,Dutch,dankbaarheid,"[2073, 277, 86451]"
gratitude,Portuguese,gratidão,"[78233, 64934]"
gratitude,Russian,благодарность,"[100894, 5309]"
gratitude,Thai,ความขอบคุณ,"[170625, 145702, 78059, 141499, 180245, 129582, 164019, 170625, 159094, 190130]"
gratitude,Turkish,minnettarlık,"[1451, 8157, 2548, 29395]"
gratitude,Vietnamese,biết ơn,"[16439, 93198]"
gratitude,Chinese,感恩,"[12200, 23179]"
gratitude,Korean,감사,"[107295, 9919]"
observation,Arabic,ملاحظة,[161561]
observation,German,Beobachtung,[101102]
observation,English,observation,[20021]
observation,Spanish,observación,[99486]
observation,French,observation,[20021]
observation,Hindi,अवलोकन,"[84073, 41655, 70528]"
observation,Indonesian,observasi,"[10003, 9489]"
observation,Italian,osservazione,[79307]
observation,Japanese,観察,"[31482, 41532]"
observation,Dutch,observatie,"[10003, 4463]"
observation,Portuguese,observação,[140584]
observation,Russian,наблюдение,"[70730, 7356]"
observation,Thai,การสังเกตการณ์,"[141404, 78059, 86592, 142074, 137270, 142265, 126772, 141404, 157882, 141404, 78059, 86592, 190130, 166902]"
observation,Turkish,gözlem,[183137]
observation,Vietnamese,quan sát,"[6213, 21139]"
observation,Chinese,观察,"[54760, 41532]"
observation,Korean,관찰,"[31919, 151886]"
exploration,Arabic,استكشاف,"[12111, 157647]"
exploration,German,Erforschung,[69137]
exploration,English,exploration,[28943]
exploration,Spanish,exploración,[107393]
exploration,French,exploration,[28943]
exploration,Hindi,अन्वेषण,"[103909, 185195, 46665, 43466]"
exploration,Indonesian,eksplorasi,"[72672, 9567, 9489]"
exploration,Italian,esplorazione,[144662]
exploration,Japanese,探検,"[36734, 101935]"
exploration,Dutch,verkenning,"[10152, 4731, 109]"
exploration,Portuguese,exploração,[93084]
exploration,Russian,исследование,[84393]
exploration,Thai,การสำรวจ,"[141404, 78059, 86592, 142074, 180939, 86592, 145702, 187496]"
exploration,Turkish,keşif,[179962]
exploration,Vietnamese,khám phá,"[118971, 28299]"
exploration,Chinese,探索,"[36734, 31164]"
exploration,Korean,탐색,"[185936, 49622]"
perception,Arabic,إدراك,"[7605, 155191]"
perception,German,Wahrnehmung,[96296]
perception,English,perception,[33037]
perception,Spanish,percepción,[129854]
perception,French,perception,[33037]
perception,Hindi,अनुभूति,"[51391, 179406]"
perception,Indonesian,persepsi,"[767, 23722, 232]"
perception,Italian,percezione,"[60505, 5153]"
perception,Japanese,知覚,"[4071, 57867]"
perception,Dutch,waarneming,"[97464, 109]"
perception,Portuguese,percepção,[155965]
perception,Russian,восприятие,"[106119, 19771]"
perception,Thai,การรับรู้,"[141404, 78059, 86592, 86592, 137270, 164019, 86592, 189169, 159072]"
perception,Turkish,algı,"[10971, 8930]"
perception,Vietnamese,nhận thức,"[9469, 13201]"
perception,Chinese,知觉,"[4071, 117848]"
perception,Korean,지각,"[7601, 29782]"
creation,Arabic,خلق,[104583]
creation,German,Schöpfung,"[31517, 71017]"
creation,English,creation,[8791]
creation,Spanish,creación,[16858]
creation,French,création,[9044]
creation,Hindi,सृजन,"[179708, 26421]"
creation,Indonesian,penciptaan,"[1469, 1093, 476, 161876]"
creation,Italian,creazione,[36630]
creation,Japanese,創造,"[34768, 13836]"
creation,Dutch,creatie,"[1541, 4463]"
creation,Portuguese,criação,[28564]
creation,Russian,создание,[39697]
creation,Thai,สร้าง,"[142074, 174449, 159072, 78059, 174117]"
creation,Turkish,yaratma,"[72800, 439]"
creation,Vietnamese,sáng tạo,"[16281, 11546]"
creation,Chinese,创造,"[102087, 13836]"
creation,Korean,창조,"[110480, 22753]"
push,Arabic,دفع,[68618]
push,German,Druck,[31894]
push,English,push,[12274]
push,Spanish,empuje,"[73107, 1263]"
push,French,poussée,[105582]
push,Hindi,धक्का,"[39218, 18751, 185195, 2174]"
push,Indonesian,dorong,"[3829, 2319]"
push,Italian,spinta,[98943]
push,Japanese,押す,"[50587, 1565]"
push,Dutch,duwen,"[1074, 12291]"
push,Portuguese,empurrar,"[157393, 8459]"
push,Russian,толкать,"[23122, 1686, 1510]"
push,Thai,การผลัก,"[141404, 78059, 86592, 188906, 155193, 137270, 181902]"
push,Turkish,itme,"[638, 127]"
push,Vietnamese,đẩy,[69258]
push,Chinese,推动,"[46922, 29425]"
push,Korean,밀어내기,"[144121, 10332, 37312, 6726]"
poetry,Arabic,شعر,[123805]
poetry,German,Poesie,"[1940, 59784]"
poetry,English,poetry,[12543]
poetry,Spanish,poesía,[45096]
poetry,French,poésie,[48178]
poetry,Hindi,कविता,[159274]
poetry,Indonesian,puisi,"[1803, 10400]"
poetry,Italian,poesia,[42494]
poetry,Japanese,詩,[28924]
poetry,Dutch,poëzie,"[126472, 5083]"
poetry,Portuguese,poesia,[42494]
poetry,Russian,поэзия,"[24586, 29800]"
poetry,Thai,บทกวี,"[164019, 152919, 141404, 145702, 178857]"
poetry,Turkish,şiir,[157940]
poetry,Vietnamese,thơ,[53309]
poetry,Chinese,诗歌,"[76943, 7273]"
poetry,Korean,시,[10019]
experience,Arabic,تجربة,[142129]
experience,German,Erfahrung,[65946]
experience,English,experience,[4546]
experience,Spanish,experiencia,[32753]
experience,French,expérience,[27073]
experience,Hindi,अनुभव,[158905]
experience,Indonesian,pengalaman,"[1469, 4199, 21468]"
experience,Italian,esperienza,[28999]
experience,Japanese,経験,"[9122, 144915]"
experience,Dutch,ervaring,[126730]
experience,Portuguese,experiência,[61300]
experience,Russian,опыт,[63729]
experience,Thai,ประสบการณ์,"[175358, 86592, 159863, 142074, 164019, 141404, 78059, 86592, 190130, 166902]"
experience,Turkish,deneyim,"[114900, 113]"
experience,Vietnamese,kinh nghiệm,"[15867, 40003]"
experience,Chinese,经验,"[26114, 126635]"
experience,Korean,경험,"[33617, 126548]"
wisdom,Arabic,حكمة,"[5890, 96271]"
wisdom,German,Weisheit,"[5285, 3766, 9268]"
wisdom,English,wisdom,"[13146, 5839]"
wisdom,Spanish,sabiduría,"[145283, 133980]"
wisdom,French,sagesse,"[10448, 4986]"
wisdom,Hindi,बुद्धि,"[64402, 26892, 185195, 72107]"
wisdom,Indonesian,kebijaksanaan,"[3246, 650, 13990, 2655, 671]"
wisdom,Italian,saggezza,"[10448, 15517, 974]"
wisdom,Japanese,知恵,"[4071, 59574]"
wisdom,Dutch,wijsheid,"[17664, 143361]"
wisdom,Portuguese,sabedoria,"[5784, 1020, 9439]"
wisdom,Russian,мудрость,"[5954, 20606, 11587]"
wisdom,Thai,ปัญญา,"[175358, 137270, 187994, 187994, 177495]"
wisdom,Turkish,bilgelik,"[2562, 2155, 4827]"
wisdom,Vietnamese,trí tuệ,"[16097, 1200, 67402]"
wisdom,Chinese,智慧,"[34993, 102274]"
wisdom,Korean,지혜,"[7601, 155046]"
dream,Arabic,حلم,"[5890, 7874]"
dream,German,Traum,[102949]
dream,English,dream,[9691]
dream,Spanish,sueño,[66020]
dream,French,rêve,[71001]
dream,Hindi,सपना,"[16758, 155238]"
dream,Indonesian,mimpi,"[1042, 4737, 27]"
dream,Italian,sogno,[81739]
dream,Japanese,夢,[29812]
dream,Dutch,droom,[120831]
dream,Portuguese,sonho,[132113]
dream,Russian,мечта,"[52251, 1096]"
dream,Thai,ฝัน,"[196698, 137270, 168540]"
dream,Turkish,hayal,[174592]
dream,Vietnamese,giấc mơ,"[1095, 156860, 147037]"
dream,Chinese,梦想,"[122127, 16887]"
dream,Korean,꿈,[185085]
leader,Arabic,زعيم,[150915]
leader,German,Führer,[43539]
leader,English,leader,[3135]
leader,Spanish,líder,[16654]
leader,French,chef,[5184]
leader,Hindi,नेता,[155952]
leader,Indonesian,pemimpin,"[476, 748, 5543, 19]"
leader,Italian,capo,[14731]
leader,Japanese,リーダー,[66147]
leader,Dutch,leider,[43067]
leader,Portuguese,líder,[16654]
leader,Russian,лидер,[84009]
leader,Thai,ผู้นำ,"[188906, 189169, 159072, 115360, 192636]"
leader,Turkish,lider,[81453]
leader,Vietnamese,người lãnh đạo,"[1290, 26214, 15185]"
leader,Chinese,领导,"[85612, 73627]"
leader,Korean,지도자,"[7601, 4665, 9351]"
teach,Arabic,تعليم,[139561]
teach,German,lehren,"[529, 31253]"
teach,English,teach,[18246]
teach,Spanish,enseñar,[143196]
teach,French,enseigner,[114499]
teach,Hindi,पढ़ाना,"[20121, 88380, 196404, 47667, 24824]"
teach,Indonesian,ajar,[78692]
teach,Italian,insegnare,[138095]
teach,Japanese,教える,"[7954, 16168, 71]"
teach,Dutch,leren,[63119]
teach,Portuguese,ensinar,[164050]
teach,Russian,обучать,"[61839, 1510]"
teach,Thai,สอน,"[142074, 129582, 168540]"
teach,Turkish,öğretmek,"[160054, 26413]"
teach,Vietnamese,giảng dạy,"[95472, 76516]"
teach,Chinese,教导,"[7954, 73627]"
teach,Korean,가르치다,"[2877, 23085, 22329, 9832]"
despair,Arabic,يأس,"[3466, 80157]"
despair,German,Verzweiflung,"[672, 11093, 1442, 809]"
despair,English,despair,"[10229, 1050]"
despair,Spanish,desesperación,"[135802, 1584]"
despair,French,désespoir,"[1153, 13951, 643, 2614]"
despair,Hindi,निराशा,"[177079, 138554]"
despair,Indonesian,putus asa,"[16154, 238, 8889]"
despair,Italian,disperazione,"[14907, 2032]"
despair,Japanese,絶望,"[56969, 15366]"
despair,Dutch,wanhoop,"[8164, 75511]"
despair,Portuguese,desespero,"[1339, 551, 1351]"
despair,Russian,отчаяние,"[121968, 90358]"
despair,Thai,ความหมดหวัง,"[170625, 145702, 78059, 141499, 160085, 141499, 164665, 160085, 145702, 137270, 174117]"
despair,Turkish,umutsuzluk,"[948, 883, 178101]"
despair,Vietnamese,tuyệt vọng,"[70752, 68162]"
despair,Chinese,绝望,"[136946, 15366]"
despair,Korean,절망,"[111958, 143210]"
unforgettable,Arabic,لا يُنْسَى,"[4859, 23310, 146846, 114580, 13155]"
unforgettable,German,unvergesslich,"[39633, 3950, 90609]"
unforgettable,English,unforgettable,"[208, 839, 4999, 2014]"
unforgettable,Spanish,inolvidable,"[115411, 29108, 417]"
unforgettable,French,inoubliable,"[226, 70191, 417]"
unforgettable,Hindi,भुला नहीं सकता,"[138535, 29551, 15676, 34414]"
unforgettable,Indonesian,tak terlupakan,"[12585, 916, 1331, 29267, 52]"
unforgettable,Italian,indimenticabile,"[4809, 3968, 691, 11191]"
unforgettable,Japanese,忘れられない,"[143342, 21150, 19346, 21150, 13071, 86]"
unforgettable,Dutch,onvergetelijk,"[438, 320, 4999, 25119]"
unforgettable,Portuguese,inolvidável,"[115411, 29108, 19649]"
unforgettable,Russian,незабываемый,"[86951, 10240, 111375]"
unforgettable,Thai,ไม่ลืมได้,"[178480, 178457, 156218, 155193, 185603, 141499, 178480, 184790, 159072]"
unforgettable,Turkish,unutulmaz,"[181208, 57883]"
unforgettable,Vietnamese,không thể quên,"[2502, 3340, 1302, 46440]"
unforgettable,Chinese,难忘,"[69673, 143342]"
unforgettable,Korean,잊을 수 없는,"[3, 1491, 3735, 3, 1865]"
fresh,Arabic,طازج,"[24661, 173676]"
fresh,German,frisch,"[381, 29871]"
fresh,English,fresh,[11468]
fresh,Spanish,fresco,[53410]
fresh,French,fraîche,"[109047, 154]"
fresh,Hindi,ताजगी,"[30364, 26425, 104509]"
fresh,Indonesian,segar,"[9633, 275]"
fresh,Italian,fresco,[53410]
fresh,Japanese,新鮮な,"[2342, 117663, 138]"
fresh,Dutch,vers,[1244]
fresh,Portuguese,fresco,[53410]
fresh,Russian,свежий,"[26933, 102932]"
fresh,Thai,สดใหม่,"[142074, 164665, 187544, 160085, 178457, 156218]"
fresh,Turkish,taze,"[323, 36296]"
fresh,Vietnamese,tươi,[149574]
fresh,Chinese,新鲜,"[2342, 168999]"
fresh,Korean,신선한,"[31648, 19948, 2081]"
resilient,Arabic,مرونة,"[107761, 19300]"
resilient,German,robust,"[9284, 7617]"
resilient,English,resilient,"[1752, 3347, 486]"
resilient,Spanish,resistente,[94808]
resilient,French,résistant,[117855]
resilient,Hindi,लचीला,"[21743, 139998, 29551]"
resilient,Indonesian,tahan lama,"[44890, 52, 27441]"
resilient,Italian,resistente,[94808]
resilient,Japanese,弾力性のある,"[21287, 3427, 1696, 12849, 20095]"
resilient,Dutch,veerkrachtig,"[76875, 6202, 67547]"
resilient,Portuguese,resiliente,"[1752, 3347, 1979]"
resilient,Russian,жизнестойкий,"[116682, 56182, 15225]"
resilient,Thai,ทนทาน,"[152919, 115360, 152919, 78059, 168540]"
resilient,Turkish,esnek,"[551, 39793]"
resilient,Vietnamese,bền vững,"[153648, 123275]"
resilient,Chinese,坚韧,"[150892, 190507]"
resilient,Korean,탄력있는,"[91185, 35458, 196485, 1865]"
smile,Arabic,ابتسامة,"[100470, 173519]"
smile,German,Lächeln,"[341, 22560, 8618]"
smile,English,smile,[2629]
smile,Spanish,sonrisa,"[2667, 96865]"
smile,French,sourire,"[3974, 59827]"
smile,Hindi,मुस्कुराहट,"[52549, 16758, 185195, 42144, 178597, 5325]"
smile,Indonesian,senyum,"[1412, 70543]"
smile,Italian,sorriso,"[2596, 104313]"
smile,Japanese,微笑み,"[34444, 44250, 3678]"
smile,Dutch,glimlach,"[5560, 464, 32351]"
smile,Portuguese,sorriso,"[2596, 104313]"
smile,Russian,улыбка,"[1161, 12215, 74327]"
smile,Thai,ยิ้ม,"[150718, 186235, 159072, 178457]"
smile,Turkish,gülümseme,"[75232, 17303, 4660, 43]"
smile,Vietnamese,nụ cười,"[447, 68510, 536, 156294]"
smile,Chinese,微笑,"[34444, 44250]"
smile,Korean,미소,"[31722, 26128]"
future,Arabic,مستقبل,[167458]
future,German,Zukunft,[41396]
future,English,future,[3161]
future,Spanish,futuro,[12594]
future,French,avenir,[61621]
future,Hindi,भविष्य,"[45830, 162064, 185195, 3630]"
future,Indonesian,masa depan,"[30246, 300, 14252]"
future,Italian,futuro,[12594]
future,Japanese,未来,"[10599, 6046]"
future,Dutch,toekomst,[106265]
future,Portuguese,futuro,[12594]
future,Russian,будущее,[119377]
future,Thai,อนาคต,"[129582, 115360, 78059, 170625, 186270]"
future,Turkish,gelecek,[167453]
future,Vietnamese,tương lai,"[20761, 33657]"
future,Chinese,未来,"[10599, 6046]"
future,Korean,미래,"[31722, 85674]"
brilliant,Arabic,لامع,"[7920, 2395]"
brilliant,German,glänzend,"[76248, 56683]"
brilliant,English,brilliant,"[21384, 584]"
brilliant,Spanish,brillante,[39243]
brilliant,French,brillant,[122693]
brilliant,Hindi,उल्लेखनीय,"[184415, 185195, 164435]"
brilliant,Indonesian,brilian,"[2862, 29577]"
brilliant,Italian,brillante,[39243]
brilliant,Japanese,輝かしい,"[39379, 6938, 7979, 86]"
brilliant,Dutch,briljant,"[90562, 423, 584]"
brilliant,Portuguese,brilhante,[136716]
brilliant,Russian,блестящий,"[89595, 18771]"
brilliant,Thai,ยอดเยี่ยม,"[150718, 129582, 164665, 126772, 150718, 178857, 156218, 150718, 178457]"
brilliant,Turkish,parlak,[162740]
brilliant,Vietnamese,tuyệt vời,"[70752, 159988]"
brilliant,Chinese,辉煌,"[142355, 132987]"
brilliant,Korean,빛나는,"[171519, 11243, 1865]"
stillness,Arabic,هدوء,"[6186, 175796]"
stillness,German,Stille,[129291]
stillness,English,stillness,"[28420, 1797]"
stillness,Spanish,quietud,"[99611, 8902]"
stillness,French,calme,[105135]
stillness,Hindi,शांति,[173653]
stillness,Indonesian,ketenangan,"[9493, 251, 72667]"
stillness,Italian,immobilità,"[65617, 6438]"
stillness,Japanese,静けさ,"[64924, 21775, 174]"
stillness,Dutch,stilte,"[13710, 239]"
stillness,Portuguese,tranquilidade,"[55760, 66906]"
stillness,Russian,спокойствие,"[99121, 33508]"
stillness,Thai,ความเงียบ,"[170625, 145702, 78059, 141499, 126772, 142265, 167130, 150718, 187586]"
stillness,Turkish,sessizlik,"[13951, 166219]"
stillness,Vietnamese,tĩnh lặng,"[150725, 450, 117376]"
stillness,Chinese,寂静,"[152320, 64924]"
stillness,Korean,고요,"[6057, 56882]"
majestic,Arabic,جليل,"[101445, 12458]"
majestic,German,majestätisch,"[44294, 8615, 1564]"
majestic,English,majestic,"[44294, 1060]"
majestic,Spanish,majestuoso,"[17473, 13127, 3496]"
majestic,French,majestueux,"[17473, 13127, 4394]"
majestic,Hindi,शानदार,"[56048, 18131, 85767]"
majestic,Indonesian,megah,"[14831, 1364]"
majestic,Italian,maestoso,"[79886, 3496]"
majestic,Japanese,荘厳な,"[60951, 123253, 138]"
majestic,Dutch,majestueus,"[17473, 13127, 8453]"
majestic,Portuguese,majestoso,"[44294, 3496]"
majestic,Russian,величественный,"[3612, 55769, 29039]"
majestic,Thai,งดงาม,"[142265, 164665, 142265, 78059, 178457]"
majestic,Turkish,muhteşem,"[144406, 180114]"
majestic,Vietnamese,tráng lệ,"[1682, 51985, 24675]"
majestic,Chinese,威严,"[31352, 138498]"
majestic,Korean,웅장한,"[167517, 13585, 2081]"
